id,證券代號,證券名稱,殖利率(%),股利年度,本益比,股價淨值比,財報年/季,日期
47494,6131,鈞泰,0.0,108.0,,6.33,109/2,2020-11-10
47495,6131,鈞泰,0.0,108.0,,9.34,109/2,2020-10-19
47496,6131,鈞泰,0.0,105.0,14.0,1.62,106/3,2020-11-02
47497,6131,鈞泰,0.0,108.0,,6.12,109/2,2020-11-04
47498,6131,鈞泰,0.0,108.0,,2.21,109/3,2020-11-24
47499,6131,鈞泰,0.0,108.0,,9.23,109/2,2020-09-28
47500,6131,鈞泰,0.0,108.0,,2.04,109/3,2020-11-18
47501,6131,鈞泰,0.0,108.0,,9.18,109/2,2020-10-15
47502,6131,鈞泰,0.0,108.0,,6.73,109/2,2020-11-06
47503,6131,鈞泰,0.0,108.0,,9.39,109/2,2020-09-29
47504,6131,鈞泰,0.0,108.0,,9.0,109/2,2020-10-13
47505,6131,鈞泰,0.0,108.0,,2.46,109/3,2020-11-23
47506,6131,鈞泰,0.0,108.0,,8.91,109/2,2020-10-22
47507,6131,鈞泰,0.0,108.0,,9.34,109/2,2020-10-20
47508,6131,鈞泰,0.0,108.0,,2.24,109/3,2020-11-19
47509,6131,鈞泰,0.0,108.0,,10.0,109/2,2020-10-12
47510,6131,鈞泰,0.0,108.0,,2.06,109/3,2020-11-16
47511,6131,鈞泰,0.0,108.0,,6.67,109/2,2020-10-29
47512,6131,鈞泰,0.0,108.0,,10.31,109/2,2020-09-30
47513,6131,鈞泰,0.0,108.0,,8.02,109/2,2020-10-27
47514,6131,鈞泰,0.0,108.0,,9.11,109/2,2020-10-14
47515,6131,鈞泰,0.0,108.0,,9.34,109/2,2020-10-16
47516,6131,鈞泰,0.0,108.0,,9.32,109/2,2020-10-21
47517,6133,金橋,2.95,108.0,424.0,0.71,109/3,2020-11-30
47518,6133,金橋,3.09,108.0,162.0,0.69,109/2,2020-10-08
47519,6133,金橋,3.03,108.0,412.0,0.69,109/3,2020-11-24
47520,6133,金橋,3.06,108.0,163.4,0.69,109/2,2020-11-05
47521,6133,金橋,3.05,108.0,410.0,0.69,109/3,2020-11-16
47522,6133,金橋,2.94,108.0,425.0,0.72,109/3,2020-12-01
47523,6133,金橋,2.71,108.0,460.5,0.78,109/3,2020-12-03
47524,6133,金橋,3.02,108.0,414.5,0.7,109/3,2020-11-18
47525,6133,金橋,3.02,108.0,414.5,0.7,109/3,2020-11-26
47526,6133,金橋,3.19,108.0,156.6,0.67,109/2,2020-10-05
47527,6133,金橋,2.9,108.0,172.6,0.73,109/2,2020-10-27
47528,6133,金橋,2.86,108.0,174.6,0.74,109/2,2020-10-26
47529,6133,金橋,3.05,108.0,164.0,0.7,109/2,2020-11-09
47530,6133,金橋,2.69,108.0,465.0,0.78,109/3,2020-12-21
47531,6133,金橋,3.02,108.0,414.0,0.7,109/3,2020-11-25
47532,6133,金橋,3.16,108.0,158.4,0.67,109/2,2020-09-22
47533,6133,金橋,2.85,108.0,438.0,0.74,109/3,2020-12-09
47534,6133,金橋,2.91,108.0,171.8,0.73,109/2,2020-10-21
47535,6133,金橋,3.11,108.0,161.0,0.68,109/2,2020-10-30
47536,6133,金橋,2.91,108.0,171.8,0.73,109/2,2020-10-28
47537,6133,金橋,2.86,108.0,436.5,0.74,109/3,2020-12-11
47538,6133,金橋,3.14,108.0,159.4,0.68,109/2,2020-09-24
47539,6133,金橋,3.14,108.0,159.2,0.68,109/2,2020-10-07
47540,6133,金橋,3.08,108.0,162.2,0.69,109/2,2020-10-13
47541,6133,金橋,2.99,108.0,417.5,0.7,109/3,2020-11-27
47542,6133,金橋,3.21,108.0,155.6,0.66,109/2,2020-09-28
47543,6133,金橋,1.94,105.0,49.05,0.79,106/3,2020-11-02
47544,6133,金橋,2.77,108.0,451.0,0.76,109/3,2020-12-07
47545,6133,金橋,2.74,108.0,456.0,0.77,109/3,2020-12-04
47546,6133,金橋,2.91,108.0,171.6,0.73,109/2,2020-10-22
47547,6133,金橋,2.8,108.0,446.5,0.75,109/3,2020-12-14
47548,6133,金橋,2.81,108.0,445.5,0.75,109/3,2020-12-17
47549,6133,金橋,3.07,108.0,407.5,0.69,109/3,2020-11-17
47550,6133,金橋,3.04,108.0,164.4,0.7,109/2,2020-10-14
47551,6133,金橋,2.76,108.0,452.5,0.76,109/3,2020-12-16
47552,6133,金橋,2.96,108.0,169.0,0.72,109/2,2020-10-19
47553,6133,金橋,2.78,108.0,450.0,0.76,109/3,2020-12-15
47554,6133,金橋,2.81,108.0,445.0,0.75,109/3,2020-12-22
47555,6133,金橋,3.09,108.0,161.8,0.69,109/2,2020-11-06
47556,6133,金橋,3.03,108.0,412.5,0.7,109/3,2020-11-23
47557,6133,金橋,3.16,108.0,158.2,0.67,109/2,2020-10-06
47558,6133,金橋,3.1,108.0,161.2,0.68,109/2,2020-09-23
47559,6133,金橋,3.03,108.0,413.0,0.7,109/3,2020-11-19
47560,6133,金橋,3.06,108.0,163.6,0.69,109/2,2020-11-04
47561,6133,金橋,2.91,108.0,429.0,0.72,109/3,2020-12-02
47562,6133,金橋,3.06,108.0,163.2,0.69,109/2,2020-11-03
47563,6133,金橋,2.98,108.0,168.0,0.71,109/2,2020-10-16
47564,6133,金橋,3.05,108.0,164.0,0.7,109/2,2020-11-12
47565,6133,金橋,2.93,108.0,170.4,0.72,109/2,2020-10-20
47566,6133,金橋,3.03,108.0,413.0,0.7,109/3,2020-11-20
47567,6133,金橋,3.05,108.0,164.0,0.7,109/2,2020-11-13
47568,6133,金橋,3.04,108.0,164.6,0.7,109/2,2020-11-11
47569,6133,金橋,3.09,108.0,161.6,0.69,109/2,2020-09-30
47570,6133,金橋,3.06,108.0,163.2,0.69,109/2,2020-10-15
47571,6133,金橋,2.81,108.0,445.5,0.75,109/3,2020-12-08
47572,6133,金橋,3.13,108.0,159.6,0.68,109/2,2020-10-12
47573,6133,金橋,3.01,108.0,166.2,0.71,109/2,2020-10-23
47574,6133,金橋,3.13,108.0,160.0,0.68,109/2,2020-09-29
47575,6133,金橋,3.03,108.0,164.8,0.7,109/2,2020-11-10
47576,6133,金橋,3.27,108.0,153.0,0.65,109/2,2020-09-25
47577,6133,金橋,2.98,108.0,168.0,0.71,109/2,2020-10-29
47578,6133,金橋,2.87,108.0,436.0,0.73,109/3,2020-12-10
47579,6133,金橋,2.66,108.0,470.5,0.79,109/3,2020-12-18
47580,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-11-11
47581,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-11-10
47582,6136,富爾特,8.12,108.0,28.75,0.82,109/2,2020-11-03
47583,6136,富爾特,8.12,108.0,28.75,0.82,109/2,2020-10-29
47584,6136,富爾特,8.14,108.0,28.67,0.82,109/2,2020-10-30
47585,6136,富爾特,8.02,108.0,36.35,0.81,109/3,2020-12-09
47586,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-20
47587,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-21
47588,6136,富爾特,8.19,108.0,28.5,0.81,109/2,2020-09-24
47589,6136,富爾特,8.14,108.0,28.67,0.82,109/2,2020-10-22
47590,6136,富爾特,8.12,108.0,28.75,0.82,109/2,2020-10-16
47591,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-12
47592,6136,富爾特,8.07,108.0,28.92,0.83,109/2,2020-09-23
47593,6136,富爾特,8.0,108.0,36.46,0.81,109/3,2020-12-08
47594,6136,富爾特,8.12,108.0,28.75,0.82,109/2,2020-09-28
47595,6136,富爾特,8.02,108.0,29.08,0.83,109/2,2020-10-06
47596,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-26
47597,6136,富爾特,8.07,108.0,28.92,0.83,109/2,2020-09-29
47598,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-16
47599,6136,富爾特,8.05,108.0,36.25,0.81,109/3,2020-12-22
47600,6136,富爾特,8.14,108.0,28.67,0.82,109/2,2020-11-09
47601,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-11-05
47602,6136,富爾特,8.12,108.0,28.75,0.82,109/2,2020-10-14
47603,6136,富爾特,8.0,108.0,36.46,0.81,109/3,2020-12-07
47604,6136,富爾特,7.98,108.0,36.56,0.81,109/3,2020-12-03
47605,6136,富爾特,8.02,108.0,36.35,0.81,109/3,2020-12-21
47606,6136,富爾特,8.02,108.0,29.08,0.83,109/2,2020-10-08
47607,6136,富爾特,8.12,108.0,35.94,0.8,109/3,2020-12-15
47608,6136,富爾特,8.12,108.0,28.75,0.82,109/2,2020-10-23
47609,6136,富爾特,8.12,108.0,35.94,0.8,109/3,2020-11-18
47610,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-27
47611,6136,富爾特,8.07,108.0,36.15,0.8,109/3,2020-11-23
47612,6136,富爾特,8.16,108.0,28.58,0.82,109/2,2020-11-06
47613,6136,富爾特,8.0,108.0,36.46,0.81,109/3,2020-11-30
47614,6136,富爾特,8.12,108.0,35.94,0.8,109/3,2020-11-17
47615,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-11-04
47616,6136,富爾特,7.95,108.0,36.67,0.81,109/3,2020-12-01
47617,6136,富爾特,8.07,108.0,36.15,0.8,109/3,2020-12-17
47618,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-19
47619,6136,富爾特,8.07,108.0,28.92,0.83,109/2,2020-09-30
47620,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-13
47621,6136,富爾特,8.05,108.0,36.25,0.81,109/3,2020-12-10
47622,6136,富爾特,8.19,108.0,28.5,0.81,109/2,2020-09-25
47623,6136,富爾特,8.07,108.0,36.15,0.8,109/3,2020-12-14
47624,6136,富爾特,8.07,108.0,36.15,0.8,109/3,2020-12-18
47625,6136,富爾特,8.05,108.0,36.25,0.81,109/3,2020-12-16
47626,6136,富爾特,8.05,108.0,36.25,0.81,109/3,2020-12-11
47627,6136,富爾特,8.14,108.0,28.67,0.82,109/2,2020-10-15
47628,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-12
47629,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-20
47630,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-19
47631,6136,富爾特,8.07,108.0,28.92,0.83,109/2,2020-10-05
47632,6136,富爾特,8.12,108.0,35.94,0.8,109/3,2020-11-24
47633,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-28
47634,6136,富爾特,8.09,108.0,28.83,0.82,109/2,2020-10-26
47635,6136,富爾特,8.02,108.0,29.08,0.83,109/2,2020-10-07
47636,6136,富爾特,8.07,108.0,28.92,0.83,109/2,2020-10-13
47637,6136,富爾特,8.07,108.0,36.15,0.8,109/3,2020-11-27
47638,6136,富爾特,7.95,108.0,36.67,0.81,109/3,2020-12-02
47639,6136,富爾特,8.0,108.0,36.46,0.81,109/3,2020-12-04
47640,6136,富爾特,8.39,105.0,16.8,0.92,106/3,2020-11-02
47641,6136,富爾特,8.09,108.0,36.04,0.8,109/3,2020-11-25
47642,6136,富爾特,8.0,108.0,29.17,0.83,109/2,2020-09-22
47643,6139,亞翔,5.68,108.0,10.35,0.8,109/2,2020-10-12
47644,6139,亞翔,5.39,108.0,18.95,0.83,109/3,2020-12-18
47645,6139,亞翔,5.39,108.0,18.95,0.83,109/3,2020-12-14
47646,6139,亞翔,5.59,108.0,18.27,0.8,109/3,2020-11-13
47647,6139,亞翔,5.58,108.0,10.55,0.82,109/2,2020-11-11
47648,6139,亞翔,5.76,108.0,10.22,0.79,109/2,2020-11-03
47649,6139,亞翔,5.77,108.0,10.2,0.79,109/2,2020-11-06
47650,6139,亞翔,5.69,108.0,10.33,0.8,109/2,2020-10-20
47651,6139,亞翔,5.56,108.0,18.37,0.81,109/3,2020-11-17
47652,6139,亞翔,5.59,108.0,10.53,0.82,109/2,2020-10-06
47653,6139,亞翔,5.64,108.0,10.43,0.81,109/2,2020-11-12
47654,6139,亞翔,5.39,108.0,18.95,0.83,109/3,2020-12-02
47655,6139,亞翔,5.44,108.0,18.74,0.83,109/3,2020-11-23
47656,6139,亞翔,5.75,108.0,10.24,0.8,109/2,2020-11-04
47657,6139,亞翔,5.77,108.0,10.2,0.79,109/2,2020-10-16
47658,6139,亞翔,5.45,108.0,18.71,0.82,109/3,2020-11-24
47659,6139,亞翔,5.68,108.0,10.35,0.8,109/2,2020-09-30
47660,6139,亞翔,5.4,108.0,18.91,0.83,109/3,2020-12-03
47661,6139,亞翔,5.68,108.0,10.35,0.8,109/2,2020-10-14
47662,6139,亞翔,4.3,105.0,12.64,1.02,106/3,2020-11-02
47663,6139,亞翔,5.35,108.0,11.0,0.85,109/2,2020-09-22
47664,6139,亞翔,5.63,108.0,10.45,0.81,109/2,2020-10-26
47665,6139,亞翔,5.74,108.0,10.25,0.8,109/2,2020-10-05
47666,6139,亞翔,5.46,108.0,10.76,0.84,109/2,2020-10-22
47667,6139,亞翔,5.62,108.0,10.47,0.81,109/2,2020-10-07
47668,6139,亞翔,5.71,108.0,10.29,0.8,109/2,2020-10-13
47669,6139,亞翔,5.37,108.0,19.01,0.84,109/3,2020-12-04
47670,6139,亞翔,5.26,108.0,19.39,0.85,109/3,2020-11-27
47671,6139,亞翔,5.66,108.0,10.39,0.81,109/2,2020-10-21
47672,6139,亞翔,5.42,108.0,18.84,0.83,109/3,2020-12-11
47673,6139,亞翔,5.75,108.0,10.24,0.8,109/2,2020-11-05
47674,6139,亞翔,5.58,108.0,18.3,0.81,109/3,2020-11-16
47675,6139,亞翔,5.45,108.0,18.71,0.82,109/3,2020-11-26
47676,6139,亞翔,5.65,108.0,10.41,0.81,109/2,2020-10-27
47677,6139,亞翔,5.28,108.0,19.32,0.85,109/3,2020-12-08
47678,6139,亞翔,5.31,108.0,19.22,0.85,109/3,2020-11-30
47679,6139,亞翔,5.39,108.0,18.95,0.83,109/3,2020-12-01
47680,6139,亞翔,5.78,108.0,10.18,0.79,109/2,2020-10-29
47681,6139,亞翔,5.4,108.0,18.91,0.83,109/3,2020-12-17
47682,6139,亞翔,5.54,108.0,18.44,0.81,109/3,2020-11-18
47683,6139,亞翔,5.27,108.0,19.35,0.85,109/3,2020-12-10
47684,6139,亞翔,5.75,108.0,10.24,0.8,109/2,2020-09-25
47685,6139,亞翔,5.4,108.0,18.91,0.83,109/3,2020-12-16
47686,6139,亞翔,5.79,108.0,10.16,0.79,109/2,2020-10-30
47687,6139,亞翔,5.65,108.0,10.41,0.81,109/2,2020-09-29
47688,6139,亞翔,5.49,108.0,18.57,0.82,109/3,2020-11-20
47689,6139,亞翔,5.3,108.0,19.25,0.85,109/3,2020-12-09
47690,6139,亞翔,5.46,108.0,18.67,0.82,109/3,2020-12-15
47691,6139,亞翔,5.71,108.0,10.29,0.8,109/2,2020-10-15
47692,6139,亞翔,5.57,108.0,10.57,0.82,109/2,2020-10-23
47693,6139,亞翔,5.46,108.0,18.67,0.82,109/3,2020-11-25
47694,6139,亞翔,5.52,108.0,18.47,0.81,109/3,2020-11-19
47695,6139,亞翔,5.41,108.0,18.88,0.83,109/3,2020-12-22
47696,6139,亞翔,5.62,108.0,10.47,0.81,109/2,2020-09-24
47697,6139,亞翔,5.66,108.0,10.39,0.81,109/2,2020-09-28
47698,6139,亞翔,5.64,108.0,10.43,0.81,109/2,2020-11-09
47699,6139,亞翔,5.6,108.0,10.51,0.82,109/2,2020-11-10
47700,6139,亞翔,5.75,108.0,10.24,0.8,109/2,2020-10-28
47701,6139,亞翔,5.43,108.0,10.82,0.84,109/2,2020-09-23
47702,6139,亞翔,5.29,108.0,19.29,0.85,109/3,2020-12-07
47703,6139,亞翔,5.65,108.0,10.41,0.81,109/2,2020-10-19
47704,6139,亞翔,5.3,108.0,19.25,0.85,109/3,2020-12-21
47705,6139,亞翔,5.65,108.0,10.41,0.81,109/2,2020-10-08
47706,6141,柏承,1.54,108.0,6.81,1.68,109/2,2020-10-28
47707,6141,柏承,1.58,108.0,6.61,1.63,109/2,2020-10-12
47708,6141,柏承,1.53,108.0,6.86,1.69,109/2,2020-10-13
47709,6141,柏承,1.31,108.0,6.67,1.86,109/3,2020-12-04
47710,6141,柏承,1.36,108.0,6.42,1.79,109/3,2020-11-27
47711,6141,柏承,1.58,108.0,6.64,1.63,109/2,2020-10-08
47712,6141,柏承,1.47,108.0,7.13,1.76,109/2,2020-10-21
47713,6141,柏承,1.44,108.0,6.05,1.68,109/3,2020-12-22
47714,6141,柏承,1.37,108.0,6.35,1.77,109/3,2020-11-30
47715,6141,柏承,1.46,108.0,7.19,1.77,109/2,2020-11-10
47716,6141,柏承,1.43,108.0,6.09,1.69,109/3,2020-12-15
47717,6141,柏承,1.5,108.0,6.96,1.71,109/2,2020-10-29
47718,6141,柏承,1.61,108.0,6.49,1.6,109/2,2020-10-06
47719,6141,柏承,1.39,108.0,6.27,1.75,109/3,2020-12-11
47720,6141,柏承,1.51,108.0,6.94,1.71,109/2,2020-10-14
47721,6141,柏承,1.59,108.0,6.57,1.62,109/2,2020-10-07
47722,6141,柏承,1.34,108.0,6.51,1.81,109/3,2020-12-07
47723,6141,柏承,1.33,108.0,6.55,1.82,109/3,2020-11-26
47724,6141,柏承,1.36,108.0,6.43,1.79,109/3,2020-12-03
47725,6141,柏承,1.26,108.0,6.91,1.92,109/3,2020-11-16
47726,6141,柏承,1.49,108.0,7.03,1.73,109/2,2020-11-05
47727,6141,柏承,1.41,108.0,7.41,1.82,109/2,2020-11-09
47728,6141,柏承,1.66,108.0,6.31,1.55,109/2,2020-09-28
47729,6141,柏承,1.49,108.0,7.02,1.73,109/2,2020-10-22
47730,6141,柏承,1.68,108.0,6.24,1.54,109/2,2020-09-29
47731,6141,柏承,1.64,108.0,6.39,1.57,109/2,2020-09-24
47732,6141,柏承,1.64,108.0,6.39,1.57,109/2,2020-09-30
47733,6141,柏承,1.41,108.0,6.2,1.73,109/3,2020-11-25
47734,6141,柏承,1.53,108.0,6.83,1.68,109/2,2020-10-30
47735,6141,柏承,1.53,108.0,6.83,1.68,109/2,2020-09-22
47736,6141,柏承,1.76,105.0,13.12,1.27,106/3,2020-11-02
47737,6141,柏承,1.49,108.0,7.03,1.73,109/2,2020-10-26
47738,6141,柏承,1.5,108.0,7.0,1.72,109/2,2020-10-27
47739,6141,柏承,1.62,108.0,6.48,1.59,109/2,2020-10-05
47740,6141,柏承,1.32,108.0,6.6,1.84,109/3,2020-12-09
47741,6141,柏承,1.37,108.0,6.38,1.78,109/3,2020-12-01
47742,6141,柏承,1.44,108.0,7.26,1.79,109/2,2020-11-03
47743,6141,柏承,1.41,108.0,6.2,1.73,109/3,2020-12-17
47744,6141,柏承,1.41,108.0,6.18,1.72,109/3,2020-12-18
47745,6141,柏承,1.53,108.0,6.85,1.68,109/2,2020-10-15
47746,6141,柏承,1.34,108.0,6.5,1.81,109/3,2020-11-13
47747,6141,柏承,1.32,108.0,6.6,1.84,109/3,2020-11-17
47748,6141,柏承,1.38,108.0,6.3,1.75,109/3,2020-12-14
47749,6141,柏承,1.49,108.0,7.04,1.73,109/2,2020-11-04
47750,6141,柏承,1.36,108.0,6.41,1.78,109/3,2020-11-19
47751,6141,柏承,1.4,108.0,6.24,1.74,109/3,2020-11-23
47752,6141,柏承,1.37,108.0,6.37,1.77,109/3,2020-12-02
47753,6141,柏承,1.41,108.0,6.17,1.72,109/3,2020-11-12
47754,6141,柏承,1.47,108.0,7.11,1.75,109/2,2020-10-20
47755,6141,柏承,1.5,108.0,6.99,1.72,109/2,2020-11-06
47756,6141,柏承,1.39,108.0,6.26,1.74,109/3,2020-11-24
47757,6141,柏承,1.44,108.0,6.07,1.69,109/3,2020-12-21
47758,6141,柏承,1.39,108.0,6.26,1.74,109/3,2020-11-20
47759,6141,柏承,1.59,108.0,6.6,1.62,109/2,2020-09-23
47760,6141,柏承,1.47,108.0,7.11,1.75,109/2,2020-10-23
47761,6141,柏承,1.34,108.0,6.49,1.81,109/3,2020-12-08
47762,6141,柏承,1.34,108.0,6.48,1.8,109/3,2020-12-10
47763,6141,柏承,1.34,108.0,6.49,1.81,109/3,2020-11-18
47764,6141,柏承,1.48,108.0,5.88,1.64,109/3,2020-11-11
47765,6141,柏承,1.55,108.0,6.74,1.66,109/2,2020-10-16
47766,6141,柏承,1.68,108.0,6.22,1.53,109/2,2020-09-25
47767,6141,柏承,1.51,108.0,6.92,1.7,109/2,2020-10-19
47768,6141,柏承,1.4,108.0,6.22,1.73,109/3,2020-12-16
47769,6142,友勁,0.0,108.0,,1.1,109/3,2020-11-24
47770,6142,友勁,0.0,108.0,,1.27,109/3,2020-12-09
47771,6142,友勁,0.0,108.0,,1.21,109/3,2020-12-01
47772,6142,友勁,0.0,108.0,,1.05,109/2,2020-09-24
47773,6142,友勁,0.0,108.0,,1.03,109/2,2020-10-27
47774,6142,友勁,0.0,108.0,,1.03,109/2,2020-10-22
47775,6142,友勁,0.0,108.0,,1.03,109/3,2020-11-23
47776,6142,友勁,0.0,108.0,,1.05,109/2,2020-10-08
47777,6142,友勁,0.0,108.0,,1.28,109/3,2020-12-02
47778,6142,友勁,0.0,108.0,,1.02,109/3,2020-11-16
47779,6142,友勁,0.0,108.0,,1.04,109/2,2020-09-28
47780,6142,友勁,0.0,108.0,,1.26,109/3,2020-12-08
47781,6142,友勁,0.0,108.0,,1.25,109/3,2020-12-21
47782,6142,友勁,0.0,108.0,,1.07,109/3,2020-11-25
47783,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-19
47784,6142,友勁,0.0,108.0,,0.97,109/2,2020-11-05
47785,6142,友勁,0.0,108.0,,1.08,109/3,2020-11-26
47786,6142,友勁,0.0,108.0,,0.98,109/3,2020-11-09
47787,6142,友勁,0.0,108.0,,0.98,109/3,2020-11-06
47788,6142,友勁,0.0,108.0,,1.0,109/3,2020-11-12
47789,6142,友勁,0.0,108.0,,1.11,109/3,2020-11-30
47790,6142,友勁,0.0,108.0,,1.09,109/3,2020-11-27
47791,6142,友勁,0.0,108.0,,1.22,109/3,2020-12-14
47792,6142,友勁,0.0,108.0,,1.03,109/2,2020-10-23
47793,6142,友勁,0.0,108.0,,1.22,109/3,2020-12-11
47794,6142,友勁,0.0,108.0,,1.32,109/3,2020-12-04
47795,6142,友勁,0.0,108.0,,1.26,109/3,2020-12-16
47796,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-13
47797,6142,友勁,0.0,108.0,,1.02,109/2,2020-10-28
47798,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-21
47799,6142,友勁,0.0,108.0,,1.3,109/3,2020-12-18
47800,6142,友勁,0.0,108.0,,1.04,109/2,2020-09-25
47801,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-15
47802,6142,友勁,0.0,108.0,,1.02,109/3,2020-11-13
47803,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-07
47804,6142,友勁,0.0,108.0,,1.02,109/3,2020-11-18
47805,6142,友勁,0.0,108.0,,1.2,109/3,2020-12-15
47806,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-05
47807,6142,友勁,0.0,108.0,,1.31,109/3,2020-12-17
47808,6142,友勁,0.0,108.0,,1.03,109/2,2020-10-26
47809,6142,友勁,0.0,108.0,,1.07,109/2,2020-09-22
47810,6142,友勁,7.06,105.0,,0.72,106/3,2020-11-02
47811,6142,友勁,0.0,108.0,,1.26,109/3,2020-12-10
47812,6142,友勁,0.0,108.0,,0.97,109/3,2020-11-10
47813,6142,友勁,0.0,108.0,,1.04,109/2,2020-09-30
47814,6142,友勁,0.0,108.0,,1.02,109/3,2020-11-19
47815,6142,友勁,0.0,108.0,,0.97,109/2,2020-11-04
47816,6142,友勁,0.0,108.0,,1.01,109/3,2020-11-17
47817,6142,友勁,0.0,108.0,,1.03,109/3,2020-11-20
47818,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-14
47819,6142,友勁,0.0,108.0,,1.04,109/2,2020-09-29
47820,6142,友勁,0.0,108.0,,1.22,109/3,2020-12-22
47821,6142,友勁,0.0,108.0,,1.02,109/3,2020-11-11
47822,6142,友勁,0.0,108.0,,1.05,109/2,2020-10-12
47823,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-16
47824,6142,友勁,0.0,108.0,,0.98,109/2,2020-10-30
47825,6142,友勁,0.0,108.0,,1.25,109/3,2020-12-03
47826,6142,友勁,0.0,108.0,,1.03,109/2,2020-10-20
47827,6142,友勁,0.0,108.0,,0.97,109/2,2020-11-03
47828,6142,友勁,0.0,108.0,,1.05,109/2,2020-09-23
47829,6142,友勁,0.0,108.0,,1.04,109/2,2020-10-06
47830,6142,友勁,0.0,108.0,,1.29,109/3,2020-12-07
47831,6142,友勁,0.0,108.0,,1.01,109/2,2020-10-29
47832,6145,勁永,0.0,105.0,,0.9,106/3,2020-11-02
47833,6152,百一,0.0,108.0,142.0,1.11,109/2,2020-10-07
47834,6152,百一,0.0,108.0,148.0,1.16,109/2,2020-09-29
47835,6152,百一,0.0,108.0,166.67,1.31,109/2,2020-10-22
47836,6152,百一,0.0,108.0,64.47,1.56,109/3,2020-12-02
47837,6152,百一,0.0,108.0,166.67,1.31,109/2,2020-11-03
47838,6152,百一,0.0,108.0,166.33,1.3,109/2,2020-10-30
47839,6152,百一,0.0,108.0,58.42,1.41,109/3,2020-11-17
47840,6152,百一,0.0,108.0,146.83,1.15,109/2,2020-10-14
47841,6152,百一,0.0,108.0,165.67,1.3,109/2,2020-10-29
47842,6152,百一,0.0,108.0,144.67,1.13,109/2,2020-10-06
47843,6152,百一,0.0,108.0,145.17,1.14,109/2,2020-10-13
47844,6152,百一,0.0,108.0,60.79,1.47,109/3,2020-11-20
47845,6152,百一,0.0,108.0,184.17,1.44,109/2,2020-11-11
47846,6152,百一,0.0,108.0,150.0,1.18,109/2,2020-10-15
47847,6152,百一,0.0,108.0,68.42,1.66,109/3,2020-12-10
47848,6152,百一,0.0,108.0,66.84,1.62,109/3,2020-12-14
47849,6152,百一,0.0,108.0,59.47,1.44,109/3,2020-11-19
47850,6152,百一,0.0,108.0,72.37,1.75,109/3,2020-12-18
47851,6152,百一,0.0,108.0,66.32,1.61,109/3,2020-12-16
47852,6152,百一,0.0,108.0,181.67,1.42,109/2,2020-11-04
47853,6152,百一,0.0,108.0,166.33,1.3,109/2,2020-10-26
47854,6152,百一,0.0,108.0,146.5,1.15,109/2,2020-09-25
47855,6152,百一,0.0,108.0,164.67,1.29,109/2,2020-10-23
47856,6152,百一,0.0,108.0,68.42,1.66,109/3,2020-12-09
47857,6152,百一,0.0,108.0,66.32,1.61,109/3,2020-11-23
47858,6152,百一,0.0,108.0,61.05,1.48,109/3,2020-11-25
47859,6152,百一,0.0,108.0,145.0,1.14,109/2,2020-10-05
47860,6152,百一,0.0,108.0,67.11,1.62,109/3,2020-12-22
47861,6152,百一,0.0,108.0,59.74,1.45,109/3,2020-11-13
47862,6152,百一,0.0,108.0,150.17,1.18,109/2,2020-09-24
47863,6152,百一,0.0,105.0,,0.68,106/3,2020-11-02
47864,6152,百一,0.0,108.0,62.37,1.51,109/3,2020-11-24
47865,6152,百一,0.0,108.0,166.67,1.31,109/2,2020-10-28
47866,6152,百一,0.0,108.0,196.67,1.54,109/2,2020-11-05
47867,6152,百一,0.0,108.0,166.33,1.3,109/2,2020-10-21
47868,6152,百一,0.0,108.0,168.33,1.32,109/2,2020-10-27
47869,6152,百一,0.0,108.0,156.33,1.23,109/2,2020-09-22
47870,6152,百一,0.0,108.0,184.17,1.44,109/2,2020-11-10
47871,6152,百一,0.0,108.0,66.58,1.61,109/3,2020-12-11
47872,6152,百一,0.0,108.0,150.0,1.18,109/2,2020-10-12
47873,6152,百一,0.0,108.0,67.63,1.64,109/3,2020-12-07
